Speaker,Sentences
Cartman,I know you didn't love our audition. But now we have a video.
[OTH],Oh. What?
Cartman,"If you would, sir, just watch this and prepare to be wowed!"
[OTH],Timmiihh!
Cartman,"Uh, god dammit..! Our camera guy kinda sucks, but this next shot we did was really cool."
[OTH],"Haaghh. Timmih, livin' a lie!"
Cartman,Son of a bitch!
[OTH],Hey. This video is dumb.
Cartman,You don't understand. Girls were going crazy for it. Please. This is what God want me to do. Ple-ease.
[OTH],"Alright alright. What? Well, I guess I can move the sausage and cheese cart off to one side. For a little while."
Cartman,Really? You will?
[OTH],"Only for twenty minutes, though."
Cartman,That's all we need! How about this afternoon at 3 o'clock?
[OTH],Oh. Okay.
Cartman,"Yes! Thank you sir, you will not be disappointed!"
[OTH],"Oh, Mrs. Cartman, I've been uh very bad. M'kay?"
[OTH],"You have been bad, so you're gonna have to drink from this glass."
[OTH],"Oh, yeah, that makes me hot, m'kay?"
Cartman,"Aw, Mom!"
[OTH],Wow. What?
[OTH],"It's not fair, Dad! Why can't I be in a boy band?"
[OTH],Because I said so!
[OTH],"Dad, Cartman said we're gonna perform at the mall at 3 o'clock. My friends are gonna be pissed off at me."
[OTH],"Let 'em be pissed off, then!"
[OTH],"I don't understand! Just let me go do this one thing, and I won't ever--"
[OTH],No!! NOOO!!
[OTH],Dad? What the hell is going on?
[OTH],...I was... I was 18 when my high-school men's choir performed at the grand opening of a sporting-goods store in Denver. I was just one of fifteen members and I had no idea that a record producer was in the audience.
[OTH],"Kid, can I talk to you?"
[OTH],Uh sure.
[OTH],"Heh, you were really great up there. Too good for a pissant choir in a pissant mountain town."
[OTH],"Ohh, thanks."
[OTH],Listen: I'm putting together a rock group. A vocal group called the Ghetto Avenue Boys. I think you would make a perfect member.
[OTH],What? Me? Do you like my singing that much?
[OTH],"Yeah, I think your mustache is perfect. How would you like to come to New York and start a singing career?"
[OTH],"Oh my God, I don't know. I mean, I still have another year of high school, and I--"
[OTH],"Hey, look, if you don't want it, I'll keep looking--"
[OTH],"No! Wait. I mean, ah-I'll think about it."
[OTH],I take it that means yes. Call me in the morning.
[OTH],And just like that I left everything. I dropped out of high school...
[OTH],See ya.
[OTH],...I said good-bye to my girlfriend...
[OTH],See ya.
[OTH],...And I left my family.
[OTH],See ya.
[OTH],"And suddenly there I was, thrown into a group with four other young men who I didn't even know."
[OTH],Take 112!
[OTH],"You've... got... it!
You know you've got... it What you've got is it!"
[OTH],"It's obvious to me, girl"
[OTH],"The songs were terrible. But believe it or not, the country ate them up. The next thing I knew, we were the biggest thing in the world."
[OTH],"Shirl! You've... got... it!
It... is what you've got, girl!
What you've got is it!"
[OTH],"Now, give it to me, 'cause..."
[OTH],"I had everything. A huge house, and all the women you can imagine. And then one day, just as quick as it started..."
[OTH],"Alright, guys, let's take it from the top."
[OTH],"Hey, Mr. Allens."
[OTH],Heh? Woh. Uh... R-Randy.
[OTH],Who are they?
[OTH],"These are the Avenue Ghetto Street Boys, my... new boy band."
[OTH],"But, w-we're still selling records, right?"
[OTH],"Look, kid, you're just getting a little... old to be in a boy band."
[OTH],I'm 19.
[OTH],"Get a life, Marsh! Alright, guys, let's take it from the top."
[OTH],"They said that after all the money we had made we were in debt to the studio, so they towed my car..."
[OTH],See ya.
[OTH],...the women all left...
[OTH],See ya.
[OTH],...and they took back my house.
[OTH],Ugh..!
[OTH],See ya.
[OTH],"The only thing I could do was come back to Colorado, and face everyone that I had abandoned."
[OTH],"Hey! Weren't you the guy in that stupid boy band, the Ghetto Avenue Boys?"
[OTH],"Sure, I remember you! You got it, baby... You got it, baby"
[OTH],"And so you see, Stanley, I... do know what I'm talking about."
[OTH],Jesus Christ. ...I never knew.
[OTH],"I didn't want you to know. Because now I'm a joke. Ever since then, I've wished every single day that I could go back to that moment when I was offered the job and say, ""No!"" Because all the fame and the money, the women... All it did was build me up, so that I could be knocked down harder than anybody in the world. That is what being in a boy band is all about, Stanley. It's people smothering you and embracing you and loving you and then spitting you out and throwing you away like you were last night's pork chops. Now we wander the Earth in disarray—us, New Kids on the Block, the Osmonds... We're all the same. And that... is why you can't go to the mall."
[OTH],...Oh-kay.
[OTH],Wow. There must be at least 20 people out there.
Cartman,Where the hell is Stan?!
[OTH],He'll be here. Stan wouldn't douche.
Cartman,"I swear to God, if he ruins this dream of mine I will have his nuts!"
[OTH],"Hey. Uh, are you gonna do that thing or what?"
Cartman,"Yes. Yes, sir, any second—we're just waiting on one more member."
[OTH],Well hurry up. I can't keep the sausage and cheese cart off this spot much longer.
Cartman,Yeah. We'll start right away. We'll have to do it without him.
[OTH],Hell no! I'm not being part of a four-member boy band! We'll look stupid!
[OTH],(Yeah!)
Cartman,"Oh, god-dammit!"
[OTH],Dad?
[OTH],Huh? Yeah?
[OTH],"Well... I just wanted to tell you... that I don't think you're a joke. I mean, whatever you used to be, you're just my dad. And you're the best dad I've ever had."
[OTH],"Come here, Stanley. Stan, it was wrong of me to try and stop you from joining a boy band without explaining why. I've made some mistakes in my life, and now... I have to let you make your own mistakes."
[OTH],Yeah.
[OTH],"You know, in a way, I think I was even jealous of you being in a boy band. Isn't that stupid?"
[OTH],Not really. Not any more stupid than some of the other stuff you've done.
[OTH],"Well, come on. I'll drive you down to the mall."
[OTH],Really?
[OTH],Yeah. I wanna see what you guys can do. And then we'll go buy you a small toy so that you can forget all about this.
[OTH],Alright!
[OTH],What's happening here?
[OTH],"I don't know, uh. I guess nothing."
[OTH],"Hm... Well, let's just walk away then."
Cartman,God dammit! People are walking away!
[OTH],"Alright, kids, uh, that does it. You're gonna have to move and make way for the sausage and cheese cart."
Cartman,Just another minute.
[OTH],Sorry. Get out!
Cartman,"Well God, I guess you got me again, didn't you? Hyeah, that was a good one, God. Hope it made you laugh, you sick bastard."
[OTH],What's that?
[OTH],It's Stan!
Cartman,"Oh, thank you God! Oh, praise his name!"
[OTH],"Dude, where the hell have you been?!"
Cartman,"Sir! We're all here now! Can we go on, please?"
[OTH],"Who? Well. Okay, I guess. But hurry up."
Cartman,"We will! Ladies and gentlemen, we are about to witness the next great boy band of the country! Someday you will all be among those who can say, ""I saw Fingerbang when they first performed at some crappy little mall."" And so, without further ado, all five members of the..."
[OTH],(Uff--!)
[OTH],"Oh my God, they killed Kenny!"
[OTH],You bastards!
Cartman,No! He can't be dead!
[OTH],"Dude, he's pretty dead."
Cartman,No! We were so close!
[OTH],"Alright, that's it, kids. Get out!"
Cartman,But we have to perform!
[OTH],"We don't have a fifth member, Cartman!"
[OTH],"Oh, yes we do."
Cartman,"Thank you all for your patience, and now get ready for Fingerbang!"
[OTH],"Fingerbang!
Bang bang Fingerbang-bang!
Bangbangbang I'm gonna fingerbang-bang you into my life
Girl, you like to fingerbang, and it's alright 'Cause I'm the king of fingerbang; let's not fight I'm goin' tuh fingerbang-bang you ever-y night Fingerbang-bang you ever-y night!"
Cartman,"Chuh! Yes! Yes! Thank you, yes!"
[OTH],We made two dollars.
[OTH],"You were great, Dad."
[OTH],Yeah. I guess I still got it in me a little.
[OTH],Can I get your autograph?
Cartman,"Ok-Okay, okay."
[OTH],"Hey, don't hassle the talent, ma'am."
[OTH],"I actually don't really know who they are, I was just getting an autograph and-- A-a-agg-g-ggh!"
[OTH],"Move along, ma'am. Eh, that was pretty good, kids. Maybe you can come perform at my Elks Club sometime."
Cartman,"Okay, yeah, maybe. God..! Now it's like everybody wants a piece of us."
[OTH],Yeah.
Cartman,"I don't know if I can handle all this fame. I mean, I always thought I'd wanna become famous, but now that I am, I don't know if I like it. I mean, I probably can't even walk through this mall right now without people goin', ""Oh my God, it's the Fingerbang guy! Oh my God!"""
[OTH],...Yeah. That's gonna suck.
[OTH],Yeah. I just wanna be a normal kid again. Have a normal life and appreciate what I have.
[OTH],"Well, I think you boys are very smart for your age. Come on. I'll buy you all an orange smoothie."
[OTH],I don't think they sell those anymore.
[OTH],"Hey, Cartman, do you think God's getting mad at you for not making $10 million?"
Cartman,"Aw, screw God. I'm not scared o' him. He's a pussy. You know I'm just kiddin', right? Heheyeah."
[OTH],"I walk hand-in-hand with Jesus
Over at the park by where he lives
I tell him all my problems And sometimes he tells me his
What a friend I have in Jesus I can say that honestly He's not like all my other friends
Who really don't care about me.
Amen."
[OTH],Bo-ring.
[OTH],"And now Mr. Mackey will read his favorite psalm for us, Psalm 46."
[OTH],"Uh, God is our refuge and strength, m'kay. A very present help in trouble, m'kay. Therefore will not we fear, though the earth be removed, and though the mountains be carried into the midst of the sea..."
Cartman,"Hey, you guys, you wanna know what my favorite psalm is? ""It's a man's obligation to stick his boneration in a woman's separation. This sort of penetration will increase the population of the younger generation."""
[OTH],"God is in the midst of her, m'kay. She shall not be moved, m'kay. Though the waters thereof roar and be troubled, m'kay, though the mountains shake with the swelling thereof, m'kay. There is a river, the streams whereof shall make glad the city of God, the holy place-"
[OTH],"Waiwaiwaiwaiwait. ""It's a man's obligation to stick his boneration in a woman's..."""
Cartman,"""It's a man's obligation to stick his boneration in a woman's separation to increase the population of the younger generation."""
[OTH],(It's a man's obligation to stick his boneration in a woman's operation-)
Cartman,"No no, no. Separation."
[OTH],"""It's a man's obligation to stick his boneration in a woman's-"""
[OTH],BOYS! You are in CHURCH!
Cartman,Ugh!
[OTH],"-m'kay. The God of Jacob is our refuge, m'kay."
[OTH],"Thank you, Mr. Mackey. Hello, everyone. Today, we're going to talk about hell. Hell is not a very nice place. Burning, searing, flames. Screaming, torture. For eternity. Once you are in hell, you cannot escape. You live forever in horrible pain, in burning agony. All sinners are there in misery, dying over and over and over. If you be cast down into this black bog of stench, then woe is thou, for Satan has made it the most miserable place in the universe! And he will be your ruler! Your ruler of pain and agony!"
[OTH],"Are we going to the Hukilau?
The Huki Huki Huki Huki Hukilau? Are we going to the Hukilau?
The Huki Huki Huki Huki Hukilau? Everybody loves a hukilau-"
[OTH],I do!
[OTH],"Where the laulau is the kaukau at the luau We throw our nets out into the sea And all the ama-ama come swimmin' to me Are we going to the Hukilau?
The Huki Huki Huki Huki Hukilau?"
[OTH],Are we going to the Hukilau?
[OTH],The Huki Huki Huki Huki Hukilau?
[OTH],"Everybody loves a Hukilau,"
[OTH],Where the laulau is the kaukau at the luau
[OTH],"'We throw our nets out into the sea. And all the ama-ama come a-swimming to me Are we going to the Hukilau? The Huki Huki Huki Huki Hukilau?
Huki... Luki... Lau?..."
[OTH],Yeah!
[OTH],Hennnh!
[OTH],Aaawwwwwww!
[OTH],"Great luau, Satan."
[OTH],"Thanks. See ya, Gary. Thanks for comin'. Oh- Hi, Marsha."
[OTH],"Satan, a few of us are gonna go pound some brews. You wanna join us?"
[OTH],"Oh, I'd love to, Mr. Matthau, but I can't. Chris and I just moved to the west side and we have to unpack."
[OTH],"Oh, well, maybe next time. Great luau!"
[OTH],Bye.
[OTH],Chris?
[OTH],Yeah?
[OTH],"Did you, uh, see my ""Boy With An Umbrella"" Hummel?"
[OTH],"Uuh, no, but there's still some boxes coming from the movers."
[OTH],"Oh, okay, thanks. Oh, that must be them now. Just put the boxes by the-"
[OTH],"Hello, Satan!"
[OTH],Saddam...
[OTH],"Did you miss me, buttercup?"
[OTH],"No, it can't be! You're dead! I killed you!"
[OTH],"Yeah, you killed me. So? Where was I gonna go? Detroit?"
[OTH],"Oh no. Oh, God no."
[OTH],"A place of everlasting agony and pain! Hell awaits all sinners and all who do not accept Christ! Children in this town have not been attending Sunday school after Mass! And adults have not been coming to Confession! If this does not change, I promise you, you will be going to the black pit of Satan's world! That is all. Peace be with you."
